problem_feature_map_id,problem_id,feature_id,feature_value_id,value_numeric,value_text,truth_status,is_defining,conditions,confidence,source_ids,last_verified
PFM00490,PA033,F_CONVEXITY,FV0022,,,yes,yes,,high,S003;S041,2026-07-13
PFM00491,PA033,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S003;S041,2026-07-13
PFM00492,PA033,F_DERIVATIVE_ACCESS,FV0035,,,yes,yes,,high,S003;S041,2026-07-13
PFM00493,PA033,F_CONSTRAINT_CLASS,FV0042,,,yes,yes,,high,S003;S041,2026-07-13
PFM00494,PA033,F_DIMENSION_CONTEXT,FV0055,,,yes,yes,,high,S003;S041,2026-07-13
PFM00495,PA033,F_EVALUATION_COST,FV0060,,,yes,yes,,high,S003;S041,2026-07-13
PFM00496,PA033,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S003;S041,2026-07-13
PFM00497,PA033,F_SOLUTION_GOAL,FV0068,,,yes,yes,,high,S003;S041,2026-07-13
PFM00498,PA033,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S003;S041,2026-07-13
PFM00499,PA033,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S003;S041,2026-07-13
PFM00500,PA033,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S003;S041,2026-07-13
PFM00501,PA033,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S003;S041,2026-07-13
PFM00502,PA033,F_STRUCTURE_NONLINEAR_LEAST_SQUARES,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S003;S041,2026-07-13
PFM00503,PA033,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S003;S041,2026-07-13
PFM00504,PA034,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S003;S041,2026-07-13
PFM00505,PA034,F_OBJECTIVE_FORM,FV0013,,,yes,yes,,high,S003;S041,2026-07-13
PFM00506,PA034,F_CONVEXITY,FV0019,,,yes,yes,,high,S003;S041,2026-07-13
PFM00507,PA034,F_SMOOTHNESS,FV0025,,,yes,yes,,high,S003;S041,2026-07-13
PFM00508,PA034,F_DERIVATIVE_ACCESS,FV0035,,,yes,yes,,high,S003;S041,2026-07-13
PFM00509,PA034,F_CONSTRAINT_CLASS,FV0042,,,yes,yes,,high,S003;S041,2026-07-13
PFM00510,PA034,F_DIMENSION_CONTEXT,FV0055,,,yes,yes,,high,S003;S041,2026-07-13
PFM00511,PA034,F_EVALUATION_COST,FV0060,,,yes,yes,,high,S003;S041,2026-07-13
PFM00512,PA034,F_NOISE_LEVEL,FV0064,,,yes,yes,,high,S003;S041,2026-07-13
PFM00513,PA034,F_SOLUTION_GOAL,FV0069,,,yes,yes,,high,S003;S041,2026-07-13
PFM00514,PA034,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S003;S041,2026-07-13
PFM00515,PA034,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S003;S041,2026-07-13
PFM00516,PA034,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S003;S041,2026-07-13
PFM00517,PA034,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S003;S041,2026-07-13
PFM00518,PA034,F_STRUCTURE_NONLINEAR_LEAST_SQUARES,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S003;S041,2026-07-13
PFM00519,PA034,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S003;S041,2026-07-13
PFM00520,PA035,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S055;S066;S067,2026-07-13
PFM00521,PA035,F_OBJECTIVE_FORM,FV0014,,,yes,yes,,high,S055;S066;S067,2026-07-13
PFM00522,PA035,F_CONVEXITY,FV0019,,,yes,yes,,high,S055;S066;S067,2026-07-13
PFM00523,PA035,F_SMOOTHNESS,FV0026,,,yes,yes,,high,S055;S066;S067,2026-07-13
PFM00524,PA035,F_DERIVATIVE_ACCESS,FV0034,,,yes,yes,,high,S055;S066;S067,2026-07-13
PFM00525,PA035,F_CONSTRAINT_CLASS,FV0041,,,yes,yes,,high,S055;S066;S067,2026-07-13
PFM00526,PA035,F_DIMENSION_CONTEXT,FV0057,,,yes,yes,,high,S055;S066;S067,2026-07-13
PFM00527,PA035,F_EVALUATION_COST,FV0059,,,yes,yes,,high,S055;S066;S067,2026-07-13
PFM00528,PA035,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S055;S066;S067,2026-07-13
PFM00529,PA035,F_SOLUTION_GOAL,FV0069,,,yes,yes,,high,S055;S066;S067,2026-07-13
PFM00530,PA035,F_SCALE_STRUCTURE,FV0078,,,yes,yes,,high,S055;S066;S067,2026-07-13
PFM00531,PA035,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S055;S066;S067,2026-07-13
PFM00532,PA035,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S055;S066;S067,2026-07-13
PFM00533,PA035,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S055;S066;S067,2026-07-13
PFM00534,PA035,F_STRUCTURE_SEPARABLE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S055;S066;S067,2026-07-13
PFM00535,PA036,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S055;S066,2026-07-13
PFM00536,PA036,F_OBJECTIVE_FORM,FV0015,,,yes,yes,,high,S055;S066,2026-07-13
PFM00537,PA036,F_CONVEXITY,FV0019,,,yes,yes,,high,S055;S066,2026-07-13
PFM00538,PA036,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S055;S066,2026-07-13
PFM00539,PA036,F_DERIVATIVE_ACCESS,FV0030,,,yes,yes,,high,S055;S066,2026-07-13
PFM00540,PA036,F_CONSTRAINT_CLASS,FV0050,,,yes,yes,,high,S055;S066,2026-07-13
PFM00541,PA036,F_DIMENSION_CONTEXT,FV0056,,,yes,yes,,high,S055;S066,2026-07-13
PFM00542,PA036,F_EVALUATION_COST,FV0059,,,yes,yes,,high,S055;S066,2026-07-13
PFM00543,PA036,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S055;S066,2026-07-13
PFM00544,PA036,F_SOLUTION_GOAL,FV0068,,,yes,yes,,high,S055;S066,2026-07-13
PFM00545,PA036,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S055;S066,2026-07-13
PFM00546,PA036,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S055;S066,2026-07-13
PFM00547,PA036,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S055;S066,2026-07-13
PFM00548,PA036,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S055;S066,2026-07-13
PFM00549,PA036,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S055;S066,2026-07-13
PFM00550,PA037,F_VARIABLE_DOMAIN,FV0008,,,yes,yes,,high,S041;S044;S071,2026-07-13
PFM00551,PA037,F_OBJECTIVE_FORM,FV0013,,,yes,yes,,high,S041;S044;S071,2026-07-13
PFM00552,PA037,F_CONVEXITY,FV0022,,,yes,yes,,high,S041;S044;S071,2026-07-13
PFM00553,PA037,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S041;S044;S071,2026-07-13
PFM00554,PA037,F_DERIVATIVE_ACCESS,FV0031,,,yes,yes,,high,S041;S044;S071,2026-07-13
PFM00555,PA037,F_CONSTRAINT_CLASS,FV0050,,,yes,yes,,high,S041;S044;S071,2026-07-13
PFM00556,PA037,F_DIMENSION_CONTEXT,FV0055,,,yes,yes,,high,S041;S044;S071,2026-07-13
PFM00557,PA037,F_EVALUATION_COST,FV0060,,,yes,yes,,high,S041;S044;S071,2026-07-13
PFM00558,PA037,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S041;S044;S071,2026-07-13
PFM00559,PA037,F_SOLUTION_GOAL,FV0068,,,yes,yes,,high,S041;S044;S071,2026-07-13
PFM00560,PA037,F_SCALE_STRUCTURE,FV0077,,,yes,yes,,high,S041;S044;S071,2026-07-13
PFM00561,PA037,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S041;S044;S071,2026-07-13
PFM00562,PA037,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S041;S044;S071,2026-07-13
PFM00563,PA037,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S041;S044;S071,2026-07-13
PFM00564,PA037,F_STRUCTURE_NONLINEAR_LEAST_SQUARES,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S041;S044;S071,2026-07-13
PFM00565,PA038,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S039;S068,2026-07-13
PFM00566,PA038,F_OBJECTIVE_FORM,FV0018,,,yes,yes,,high,S039;S068,2026-07-13
PFM00567,PA038,F_CONVEXITY,FV0022,,,yes,yes,,high,S039;S068,2026-07-13
PFM00568,PA038,F_SMOOTHNESS,FV0029,,,yes,yes,,high,S039;S068,2026-07-13
PFM00569,PA038,F_DERIVATIVE_ACCESS,FV0037,,,yes,yes,,high,S039;S068,2026-07-13
PFM00570,PA038,F_CONSTRAINT_CLASS,FV0042,,,yes,yes,,high,S039;S068,2026-07-13
PFM00571,PA038,F_DIMENSION_CONTEXT,FV0055,,,yes,yes,,high,S039;S068,2026-07-13
PFM00572,PA038,F_EVALUATION_COST,FV0060,,,yes,yes,,high,S039;S068,2026-07-13
PFM00573,PA038,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S039;S068,2026-07-13
PFM00574,PA038,F_SOLUTION_GOAL,FV0074,,,yes,yes,,high,S039;S068,2026-07-13
PFM00575,PA038,F_SCALE_STRUCTURE,FV0075,,,yes,yes,,high,S039;S068,2026-07-13
PFM00576,PA038,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S039;S068,2026-07-13
PFM00577,PA038,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S039;S068,2026-07-13
PFM00578,PA038,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S039;S068,2026-07-13
PFM00579,PA039,F_VARIABLE_DOMAIN,FV0005,,,yes,yes,,high,S034;S035;S037;S038,2026-07-13
PFM00580,PA039,F_OBJECTIVE_FORM,FV0016,,,yes,yes,,high,S034;S035;S037;S038,2026-07-13
PFM00581,PA039,F_CONVEXITY,FV0022,,,yes,yes,,high,S034;S035;S037;S038,2026-07-13
PFM00582,PA039,F_SMOOTHNESS,FV0029,,,yes,yes,,high,S034;S035;S037;S038,2026-07-13
PFM00583,PA039,F_DERIVATIVE_ACCESS,FV0037,,,yes,yes,,high,S034;S035;S037;S038,2026-07-13
PFM00584,PA039,F_CONSTRAINT_CLASS,FV0042,,,yes,yes,,high,S034;S035;S037;S038,2026-07-13
PFM00585,PA039,F_DIMENSION_CONTEXT,FV0055,,,yes,yes,,high,S034;S035;S037;S038,2026-07-13
PFM00586,PA039,F_EVALUATION_COST,FV0061,,,yes,yes,,high,S034;S035;S037;S038,2026-07-13
PFM00587,PA039,F_NOISE_LEVEL,FV0065,,,yes,yes,,high,S034;S035;S037;S038,2026-07-13
PFM00588,PA039,F_SOLUTION_GOAL,FV0070,,,yes,yes,,high,S034;S035;S037;S038,2026-07-13
PFM00589,PA039,F_SCALE_STRUCTURE,FV0075,,,yes,yes,,high,S034;S035;S037;S038,2026-07-13
PFM00590,PA039,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S034;S035;S037;S038,2026-07-13
PFM00591,PA039,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S034;S035;S037;S038,2026-07-13
PFM00592,PA039,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S034;S035;S037;S038,2026-07-13
PFM00593,PA040,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S047;S048;S049;S070,2026-07-13
PFM00594,PA040,F_OBJECTIVE_FORM,FV0015,,,yes,yes,,high,S047;S048;S049;S070,2026-07-13
PFM00595,PA040,F_CONVEXITY,FV0022,,,yes,yes,,high,S047;S048;S049;S070,2026-07-13
PFM00596,PA040,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S047;S048;S049;S070,2026-07-13
PFM00597,PA040,F_DERIVATIVE_ACCESS,FV0033,,,yes,yes,,high,S047;S048;S049;S070,2026-07-13
PFM00598,PA040,F_CONSTRAINT_CLASS,FV0041,,,yes,yes,,high,S047;S048;S049;S070,2026-07-13
PFM00599,PA040,F_DIMENSION_CONTEXT,FV0057,,,yes,yes,,high,S047;S048;S049;S070,2026-07-13
PFM00600,PA040,F_EVALUATION_COST,FV0060,,,yes,yes,,high,S047;S048;S049;S070,2026-07-13
PFM00601,PA040,F_NOISE_LEVEL,FV0065,,,yes,yes,,high,S047;S048;S049;S070,2026-07-13
PFM00602,PA040,F_SOLUTION_GOAL,FV0068,,,yes,yes,,high,S047;S048;S049;S070,2026-07-13
PFM00603,PA040,F_SCALE_STRUCTURE,FV0077,,,yes,yes,,high,S047;S048;S049;S070,2026-07-13
PFM00604,PA040,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S047;S048;S049;S070,2026-07-13
PFM00605,PA040,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S047;S048;S049;S070,2026-07-13
PFM00606,PA040,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S047;S048;S049;S070,2026-07-13
PFM00607,PA041,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S047;S048;S049,2026-07-13
PFM00608,PA041,F_OBJECTIVE_FORM,FV0015,,,yes,yes,,high,S047;S048;S049,2026-07-13
PFM00609,PA041,F_CONVEXITY,FV0019,,,yes,yes,,high,S047;S048;S049,2026-07-13
PFM00610,PA041,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S047;S048;S049,2026-07-13
PFM00611,PA041,F_DERIVATIVE_ACCESS,FV0033,,,yes,yes,,high,S047;S048;S049,2026-07-13
PFM00612,PA041,F_CONSTRAINT_CLASS,FV0041,,,yes,yes,,high,S047;S048;S049,2026-07-13
PFM00613,PA041,F_DIMENSION_CONTEXT,FV0057,,,yes,yes,,high,S047;S048;S049,2026-07-13
PFM00614,PA041,F_EVALUATION_COST,FV0059,,,yes,yes,,high,S047;S048;S049,2026-07-13
PFM00615,PA041,F_NOISE_LEVEL,FV0065,,,yes,yes,,high,S047;S048;S049,2026-07-13
PFM00616,PA041,F_SOLUTION_GOAL,FV0069,,,yes,yes,,high,S047;S048;S049,2026-07-13
PFM00617,PA041,F_SCALE_STRUCTURE,FV0078,,,yes,yes,,high,S047;S048;S049,2026-07-13
PFM00618,PA041,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S047;S048;S049,2026-07-13
PFM00619,PA041,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S047;S048;S049,2026-07-13
PFM00620,PA041,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S047;S048;S049,2026-07-13
PFM00621,PA041,F_STRUCTURE_SEPARABLE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S047;S048;S049,2026-07-13
PFM00622,PA042,F_VARIABLE_DOMAIN,FV0009,,,yes,yes,,high,S042;S043;S076,2026-07-13
PFM00623,PA042,F_OBJECTIVE_FORM,FV0015,,,yes,yes,,high,S042;S043;S076,2026-07-13
PFM00624,PA042,F_CONVEXITY,FV0022,,,yes,yes,,high,S042;S043;S076,2026-07-13
PFM00625,PA042,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S042;S043;S076,2026-07-13
PFM00626,PA042,F_DERIVATIVE_ACCESS,FV0031,,,yes,yes,,high,S042;S043;S076,2026-07-13
PFM00627,PA042,F_CONSTRAINT_CLASS,FV0051,,,yes,yes,,high,S042;S043;S076,2026-07-13
PFM00628,PA042,F_DIMENSION_CONTEXT,FV0056,,,yes,yes,,high,S042;S043;S076,2026-07-13
PFM00629,PA042,F_EVALUATION_COST,FV0061,,,yes,yes,,high,S042;S043;S076,2026-07-13
PFM00630,PA042,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S042;S043;S076,2026-07-13
PFM00631,PA042,F_SOLUTION_GOAL,FV0068,,,yes,yes,,high,S042;S043;S076,2026-07-13
PFM00632,PA042,F_SCALE_STRUCTURE,FV0077,,,yes,yes,,high,S042;S043;S076,2026-07-13
PFM00633,PA042,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S042;S043;S076,2026-07-13
PFM00634,PA042,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S042;S043;S076,2026-07-13
PFM00635,PA042,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S042;S043;S076,2026-07-13
PFM00636,PA043,F_VARIABLE_DOMAIN,FV0009,,,yes,yes,,high,S012;S043;S076,2026-07-13
PFM00637,PA043,F_OBJECTIVE_FORM,FV0012,,,yes,yes,,high,S012;S043;S076,2026-07-13
PFM00638,PA043,F_CONVEXITY,FV0019,,,yes,yes,,high,S012;S043;S076,2026-07-13
PFM00639,PA043,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S012;S043;S076,2026-07-13
PFM00640,PA043,F_DERIVATIVE_ACCESS,FV0030,,,yes,yes,,high,S012;S043;S076,2026-07-13
PFM00641,PA043,F_CONSTRAINT_CLASS,FV0051,,,yes,yes,,high,S012;S043;S076,2026-07-13
PFM00642,PA043,F_DIMENSION_CONTEXT,FV0056,,,yes,yes,,high,S012;S043;S076,2026-07-13
PFM00643,PA043,F_EVALUATION_COST,FV0059,,,yes,yes,,high,S012;S043;S076,2026-07-13
PFM00644,PA043,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S012;S043;S076,2026-07-13
PFM00645,PA043,F_SOLUTION_GOAL,FV0068,,,yes,yes,,high,S012;S043;S076,2026-07-13
PFM00646,PA043,F_SCALE_STRUCTURE,FV0077,,,yes,yes,,high,S012;S043;S076,2026-07-13
PFM00647,PA043,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S012;S043;S076,2026-07-13
PFM00648,PA043,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S012;S043;S076,2026-07-13
PFM00649,PA043,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S012;S043;S076,2026-07-13
PFM00650,PA043,F_STRUCTURE_QP,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S012;S043;S076,2026-07-13
PFM00651,PA044,F_VARIABLE_DOMAIN,FV0009,,,yes,yes,,high,S042;S043;S050,2026-07-13
PFM00652,PA044,F_OBJECTIVE_FORM,FV0015,,,yes,yes,,high,S042;S043;S050,2026-07-13
PFM00653,PA044,F_CONVEXITY,FV0022,,,yes,yes,,high,S042;S043;S050,2026-07-13
PFM00654,PA044,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S042;S043;S050,2026-07-13
PFM00655,PA044,F_DERIVATIVE_ACCESS,FV0031,,,yes,yes,,high,S042;S043;S050,2026-07-13
PFM00656,PA044,F_CONSTRAINT_CLASS,FV0051,,,yes,yes,,high,S042;S043;S050,2026-07-13
PFM00657,PA044,F_DIMENSION_CONTEXT,FV0056,,,yes,yes,,high,S042;S043;S050,2026-07-13
PFM00658,PA044,F_EVALUATION_COST,FV0061,,,yes,yes,,high,S042;S043;S050,2026-07-13
PFM00659,PA044,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S042;S043;S050,2026-07-13
PFM00660,PA044,F_SOLUTION_GOAL,FV0068,,,yes,yes,,high,S042;S043;S050,2026-07-13
PFM00661,PA044,F_SCALE_STRUCTURE,FV0077,,,yes,yes,,high,S042;S043;S050,2026-07-13
PFM00662,PA044,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S042;S043;S050,2026-07-13
PFM00663,PA044,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S042;S043;S050,2026-07-13
PFM00664,PA044,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S042;S043;S050,2026-07-13
PFM00665,PA045,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S017;S019;S056,2026-07-13
PFM00666,PA045,F_OBJECTIVE_FORM,FV0015,,,yes,yes,,high,S017;S019;S056,2026-07-13
PFM00667,PA045,F_CONVEXITY,FV0022,,,yes,yes,,high,S017;S019;S056,2026-07-13
PFM00668,PA045,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S017;S019;S056,2026-07-13
PFM00669,PA045,F_DERIVATIVE_ACCESS,FV0036,,,yes,yes,,high,S017;S019;S056,2026-07-13
PFM00670,PA045,F_CONSTRAINT_CLASS,FV0052,,,yes,yes,,high,S017;S019;S056,2026-07-13
PFM00671,PA045,F_DIMENSION_CONTEXT,FV0058,,,yes,yes,,high,S017;S019;S056,2026-07-13
PFM00672,PA045,F_EVALUATION_COST,FV0062,,,yes,yes,,high,S017;S019;S056,2026-07-13
PFM00673,PA045,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S017;S019;S056,2026-07-13
PFM00674,PA045,F_SOLUTION_GOAL,FV0068,,,yes,yes,,high,S017;S019;S056,2026-07-13
PFM00675,PA045,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S017;S019;S056,2026-07-13
PFM00676,PA045,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S017;S019;S056,2026-07-13
PFM00677,PA045,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S017;S019;S056,2026-07-13
PFM00678,PA045,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S017;S019;S056,2026-07-13
PFM00679,PA045,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S017;S019;S056,2026-07-13
PFM00680,PA046,F_VARIABLE_DOMAIN,FV0005,,,yes,yes,,high,S054,2026-07-13
PFM00681,PA046,F_OBJECTIVE_FORM,FV0015,,,yes,yes,,high,S054,2026-07-13
PFM00682,PA046,F_CONVEXITY,FV0022,,,yes,yes,,high,S054,2026-07-13
PFM00683,PA046,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S054,2026-07-13
PFM00684,PA046,F_DERIVATIVE_ACCESS,FV0031,,,yes,yes,,high,S054,2026-07-13
PFM00685,PA046,F_CONSTRAINT_CLASS,FV0045,,,yes,yes,,high,S054,2026-07-13
PFM00686,PA046,F_DIMENSION_CONTEXT,FV0055,,,yes,yes,,high,S054,2026-07-13
PFM00687,PA046,F_EVALUATION_COST,FV0061,,,yes,yes,,high,S054,2026-07-13
PFM00688,PA046,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S054,2026-07-13
PFM00689,PA046,F_SOLUTION_GOAL,FV0070,,,yes,yes,,high,S054,2026-07-13
PFM00690,PA046,F_SCALE_STRUCTURE,FV0077,,,yes,yes,,high,S054,2026-07-13
PFM00691,PA046,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S054,2026-07-13
PFM00692,PA046,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S054,2026-07-13
PFM00693,PA046,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S054,2026-07-13
PFM00694,PA047,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S054;S055,2026-07-13
PFM00695,PA047,F_OBJECTIVE_FORM,FV0015,,,yes,yes,,high,S054;S055,2026-07-13
PFM00696,PA047,F_CONVEXITY,FV0022,,,yes,yes,,high,S054;S055,2026-07-13
PFM00697,PA047,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S054;S055,2026-07-13
PFM00698,PA047,F_DERIVATIVE_ACCESS,FV0030,,,yes,yes,,high,S054;S055,2026-07-13
PFM00699,PA047,F_CONSTRAINT_CLASS,FV0045,,,yes,yes,,high,S054;S055,2026-07-13
PFM00700,PA047,F_DIMENSION_CONTEXT,FV0056,,,yes,yes,,high,S054;S055,2026-07-13
PFM00701,PA047,F_EVALUATION_COST,FV0060,,,yes,yes,,high,S054;S055,2026-07-13
PFM00702,PA047,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S054;S055,2026-07-13
PFM00703,PA047,F_SOLUTION_GOAL,FV0068,,,yes,yes,,high,S054;S055,2026-07-13
PFM00704,PA047,F_SCALE_STRUCTURE,FV0077,,,yes,yes,,high,S054;S055,2026-07-13
PFM00705,PA047,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S054;S055,2026-07-13
PFM00706,PA047,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S054;S055,2026-07-13
PFM00707,PA047,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S054;S055,2026-07-13
PFM00708,PA048,F_VARIABLE_DOMAIN,FV0001,,,yes,yes,,high,S054;S056,2026-07-13
PFM00709,PA048,F_OBJECTIVE_FORM,FV0015,,,yes,yes,,high,S054;S056,2026-07-13
PFM00710,PA048,F_CONVEXITY,FV0022,,,yes,yes,,high,S054;S056,2026-07-13
PFM00711,PA048,F_SMOOTHNESS,FV0026,,,yes,yes,,high,S054;S056,2026-07-13
PFM00712,PA048,F_DERIVATIVE_ACCESS,FV0035,,,yes,yes,,high,S054;S056,2026-07-13
PFM00713,PA048,F_CONSTRAINT_CLASS,FV0044,,,yes,yes,,high,S054;S056,2026-07-13
PFM00714,PA048,F_DIMENSION_CONTEXT,FV0055,,,yes,yes,,high,S054;S056,2026-07-13
PFM00715,PA048,F_EVALUATION_COST,FV0060,,,yes,yes,,high,S054;S056,2026-07-13
PFM00716,PA048,F_NOISE_LEVEL,FV0063,,,yes,yes,,high,S054;S056,2026-07-13
PFM00717,PA048,F_SOLUTION_GOAL,FV0068,,,yes,yes,,high,S054;S056,2026-07-13
PFM00718,PA048,F_SCALE_STRUCTURE,FV0076,,,yes,yes,,high,S054;S056,2026-07-13
PFM00719,PA048,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S054;S056,2026-07-13
PFM00720,PA048,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S054;S056,2026-07-13
PFM00721,PA048,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S054;S056,2026-07-13
PFM00722,PA048,F_STRUCTURE_SPARSE,,,,yes,conditional,Archetype-level inferred structure; confirm on the concrete instance.,medium,S054;S056,2026-07-13
PFM00723,PA049,F_VARIABLE_DOMAIN,FV0005,,,yes,yes,,high,S054;S061,2026-07-13
PFM00724,PA049,F_OBJECTIVE_FORM,FV0015,,,yes,yes,,high,S054;S061,2026-07-13
PFM00725,PA049,F_CONVEXITY,FV0019,,,yes,yes,,high,S054;S061,2026-07-13
PFM00726,PA049,F_SMOOTHNESS,FV0024,,,yes,yes,,high,S054;S061,2026-07-13
PFM00727,PA049,F_DERIVATIVE_ACCESS,FV0033,,,yes,yes,,high,S054;S061,2026-07-13
PFM00728,PA049,F_CONSTRAINT_CLASS,FV0045,,,yes,yes,,high,S054;S061,2026-07-13
PFM00729,PA049,F_DIMENSION_CONTEXT,FV0056,,,yes,yes,,high,S054;S061,2026-07-13
PFM00730,PA049,F_EVALUATION_COST,FV0061,,,yes,yes,,high,S054;S061,2026-07-13
PFM00731,PA049,F_NOISE_LEVEL,FV0065,,,yes,yes,,high,S054;S061,2026-07-13
PFM00732,PA049,F_SOLUTION_GOAL,FV0069,,,yes,yes,,high,S054;S061,2026-07-13
PFM00733,PA049,F_SCALE_STRUCTURE,FV0077,,,yes,yes,,high,S054;S061,2026-07-13
PFM00734,PA049,F_EVALUATION_RELIABILITY,FV0080,,,yes,yes,,high,S054;S061,2026-07-13
PFM00735,PA049,F_REPEATED_SOLVE,FV0085,,,yes,yes,,high,S054;S061,2026-07-13
PFM00736,PA049,F_PARALLEL_BUDGET,FV0089,,,yes,yes,,high,S054;S061,2026-07-13
